Country,Año,Trimestre,Mes,Día,Month Name,Product,Segment,Suma de  Sales,Avg Sale per Unit,Suma de COGS,Suma de Discounts,Suma de Gross Sales,Suma de Manufacturing Price,Suma de Month Number,Suma de Profit,Profit Margin %,Suma de Sale Price,Total COGS,Suma de Units Sold,Suma de Year,Discount Band
France,2013,Qtr 4,diciembre,1,December,Amarilla,Channel Partners,3341.52,"10,92 €",918,330.48,3672,260,12,2423.52,72.52747252747253,12,918 €,306,2013,Medium
France,2013,Qtr 4,diciembre,1,December,Carretera,Enterprise,166725,"112,5 €",177840,18525,185250,3,12,-11115,-6.666666666666667,125,177840 €,1482,2013,High
France,2013,Qtr 4,diciembre,1,December,Montana,Small Business,313104,264 €,296500,42696,355800,5,12,16604,5.303030303030303,300,296500 €,1186,2013,High
France,2013,Qtr 4,diciembre,1,December,Paseo,Government,14204.4,"6,65 €",10680,747.6,14952,10,12,3524.4,24.81203007518797,7,10680 €,2136,2013,Medium
France,2013,Qtr 4,diciembre,1,December,Paseo,Midmarket,32558.4,"14,4 €",22610,1356.6,33915,10,12,9948.4,30.555555555555557,15,22610 €,2261,2013,Low
France,2013,Qtr 4,diciembre,1,December,Velo,Government,19627,19 €,10330,1033,20660,120,12,9297,47.368421052631575,20,10330 €,1033,2013,Medium
France,2013,Qtr 4,diciembre,1,December,VTT,Government,385581,301 €,333060,62769,448350,250,12,52521,13.621262458471762,350,333060 €,1281,2013,High
France,2014,Qtr 1,enero,1,January,Amarilla,Enterprise,233531.25,"117,4704 €",238500,14906.25,248437.5,260,1,-4968.75,-2.127659574468085,125,238500 €,1988,2014,Medium
France,2014,Qtr 1,enero,1,January,Carretera,Government,44378.4,"17,5965 €",25215,6051.6,50430,3,1,19163.4,43.18181818181818,20,25215 €,2522,2014,High
France,2014,Qtr 1,enero,1,January,Montana,Government,460346.25,"332,6201 €",359970,24228.75,484575,5,1,100376.25,21.804511278195488,350,359970 €,1384,2014,Medium
France,2014,Qtr 1,enero,1,January,Paseo,Government,27338.85,"6,93 €",19725,276.15,27615,10,1,7613.85,27.84992784992785,7,19725 €,3945,2014,Low
France,2014,Qtr 1,enero,1,January,Paseo,Small Business,708439.5,"291,0598 €",608625,21910.5,730350,10,1,99814.5,14.0893470790378,300,608625 €,2434,2014,Low
France,2014,Qtr 1,enero,1,January,Velo,Midmarket,52167.375,"13,0484 €",39975,7795.125,59962.5,120,1,12192.375,23.371647509578544,15,39975 €,3998,2014,High
France,2014,Qtr 1,enero,1,January,VTT,Channel Partners,18519.12,"10,68 €",5202,2288.88,20808,250,1,13317.12,71.91011235955057,12,5202 €,1734,2014,High
France,2014,Qtr 1,febrero,1,February,Amarilla,Government,962500,350 €,715000,0,962500,260,2,247500,25.71428571428571,350,715000 €,2750,2014,None
France,2014,Qtr 1,febrero,1,February,Carretera,Channel Partners,21261,"11,4 €",5595,1119,22380,3,2,15666,73.68421052631578,12,5595 €,1865,2014,Medium
France,2014,Qtr 1,febrero,1,February,Montana,Government,1763.86,"6,02 €",1465,287.14,2051,5,2,298.86,16.943521594684384,7,1465 €,293,2014,High
France,2014,Qtr 1,febrero,1,February,Paseo,Government,24757,19 €,13030,1303,26060,10,2,11727,47.368421052631575,20,13030 €,1303,2014,Medium
France,2014,Qtr 1,febrero,1,February,Paseo,Midmarket,34095.6,"14,85 €",22960,344.4,34440,10,2,11135.6,32.659932659932664,15,22960 €,2296,2014,Low
France,2014,Qtr 1,febrero,1,February,Velo,Enterprise,225500,125 €,216480,0,225500,120,2,9020,4,125,216480 €,1804,2014,None
France,2014,Qtr 1,febrero,1,February,VTT,Small Business,267561,279 €,239750,20139,287700,250,2,27811,10.39426523297491,300,239750 €,959,2014,Medium
France,2014,Qtr 1,marzo,1,March,Amarilla,Small Business,631125,255 €,618750,111375,742500,260,3,12375,1.9607843137254901,300,618750 €,2475,2014,High
France,2014,Qtr 1,marzo,1,March,Carretera,Government,545055,"304,5 €",465400,81445,626500,3,3,79655,14.614121510673234,350,465400 €,1790,2014,High
France,2014,Qtr 1,marzo,1,March,Montana,Midmarket,34513.8,"13,8 €",25010,3001.2,37515,5,3,9503.8,27.536231884057973,15,25010 €,2501,2014,Medium
France,2014,Qtr 1,marzo,1,March,Paseo,Enterprise,283218.75,"118,75 €",286200,14906.25,298125,10,3,-2981.25,-1.0526315789473684,125,286200 €,2385,2014,Medium
France,2014,Qtr 1,marzo,1,March,Paseo,Government,35172,18 €,19540,3908,39080,10,3,15632,44.44444444444444,20,19540 €,1954,2014,High
France,2014,Qtr 1,marzo,1,March,Velo,Channel Partners,21479.64,"10,92 €",5901,2124.36,23604,120,3,15578.64,72.52747252747253,12,5901 €,1967,2014,Medium
France,2014,Qtr 1,marzo,1,March,VTT,Government,9184.56,"6,16 €",7455,1252.44,10437,250,3,1729.56,18.83116883116883,7,7455 €,1491,2014,High
France,2014,Qtr 2,abril,1,April,Carretera,Enterprise,514524.375,"121,2357 €",509220,15913.125,530437.5,3,4,5304.375,1.0309278350515463,125,509220 €,4244,2014,Low
France,2014,Qtr 2,abril,1,April,Montana,Small Business,468072,264 €,443250,63828,531900,5,4,24822,5.303030303030303,300,443250 €,1773,2014,High
France,2014,Qtr 2,abril,1,April,Paseo,Government,15774.36,"6,23 €",12660,1949.64,17724,10,4,3114.36,19.743178170144464,7,12660 €,2532,2014,High
France,2014,Qtr 2,abril,1,April,Paseo,Midmarket,53594.1,"14,1 €",38010,3420.9,57015,10,4,15584.1,29.078014184397162,15,38010 €,3801,2014,Medium
France,2014,Qtr 2,abril,1,April,Velo,Government,76507.2,"19,8 €",38640,772.8,77280,120,4,37867.2,49.494949494949495,20,38640 €,3864,2014,Low
France,2014,Qtr 2,abril,1,April,VTT,Channel Partners,19401.66,"11,1632 €",5215.5,1460.34,20862,250,4,14186.16,73.11827956989248,12,"5215,5 €",1738,2014,Medium
France,2014,Qtr 2,abril,1,April,VTT,Government,184989,"322,2805 €",149370,16086,201075,250,4,35619,19.25465838509317,350,149370 €,574,2014,Medium
France,2014,Qtr 2,mayo,1,May,Amarilla,Enterprise,159421.25,"111,25 €",171960,19703.75,179125,260,5,-12538.75,-7.865168539325842,125,171960 €,1433,2014,High
France,2014,Qtr 2,mayo,1,May,Carretera,Government,29697,19 €,15630,1563,31260,3,5,14067,47.368421052631575,20,15630 €,1563,2014,Medium
France,2014,Qtr 2,mayo,1,May,Montana,Government,530621,"318,5 €",433160,52479,583100,5,5,97461,18.367346938775512,350,433160 €,1666,2014,Medium
France,2014,Qtr 2,mayo,1,May,Paseo,Government,7137.9,"6,93 €",5150,72.1,7210,10,5,1987.9,27.84992784992785,7,5150 €,1030,2014,Low
France,2014,Qtr 2,mayo,1,May,Paseo,Small Business,269892,294 €,229500,5508,275400,10,5,40392,14.965986394557824,300,229500 €,918,2014,Low
France,2014,Qtr 2,mayo,1,May,Velo,Midmarket,36031.5,"12,75 €",28260,6358.5,42390,120,5,7771.5,21.568627450980394,15,28260 €,2826,2014,High
France,2014,Qtr 2,mayo,1,May,VTT,Channel Partners,9976.32,"11,52 €",2598,415.68,10392,250,5,7378.32,73.95833333333334,12,2598 €,866,2014,Low
France,2014,Qtr 2,junio,1,June,Amarilla,Government,7247.1,"6,09 €",5950,1082.9,8330,260,6,1297.1,17.898193760262725,7,5950 €,1190,2014,High
France,2014,Qtr 2,junio,1,June,Amarilla,Government,37980,20 €,18990,0,37980,260,6,18990,50,20,18990 €,1899,2014,None
France,2014,Qtr 2,junio,1,June,Carretera,Midmarket,32670,15 €,21780,0,32670,3,6,10890,33.33333333333333,15,21780 €,2178,2014,None
France,2014,Qtr 2,junio,1,June,Carretera,Small Business,124992,279 €,112000,9408,134400,3,6,12992,10.39426523297491,300,112000 €,448,2014,Medium
France,2014,Qtr 2,junio,1,June,Montana,Channel Partners,22127.64,"11,64 €",5703,684.36,22812,5,6,16424.64,74.22680412371135,12,5703 €,1901,2014,Low
France,2014,Qtr 2,junio,1,June,Montana,Government,37980,20 €,18990,0,37980,5,6,18990,50,20,18990 €,1899,2014,None
France,2014,Qtr 2,junio,1,June,Paseo,Channel Partners,22127.64,"11,64 €",5703,684.36,22812,10,6,16424.64,74.22680412371135,12,5703 €,1901,2014,Low
France,2014,Qtr 2,junio,1,June,Paseo,Enterprise,97391.25,"123,75 €",94440,983.75,98375,10,6,2951.25,3.0303030303030303,125,94440 €,787,2014,Low
France,2014,Qtr 2,junio,1,June,Paseo,Government,492184,329 €,388960,31416,523600,10,6,103224,20.972644376899694,350,388960 €,1496,2014,Medium
France,2014,Qtr 2,junio,1,June,Paseo,Small Business,124992,279 €,112000,9408,134400,10,6,12992,10.39426523297491,300,112000 €,448,2014,Medium
France,2014,Qtr 2,junio,1,June,Velo,Government,7247.1,"6,09 €",5950,1082.9,8330,120,6,1297.1,17.898193760262725,7,5950 €,1190,2014,High
France,2014,Qtr 2,junio,1,June,Velo,Government,492184,329 €,388960,31416,523600,120,6,103224,20.972644376899694,350,388960 €,1496,2014,Medium
France,2014,Qtr 2,junio,1,June,VTT,Enterprise,97391.25,"123,75 €",94440,983.75,98375,250,6,2951.25,3.0303030303030303,125,94440 €,787,2014,Low
France,2014,Qtr 2,junio,1,June,VTT,Midmarket,32670,15 €,21780,0,32670,250,6,10890,33.33333333333333,15,21780 €,2178,2014,None
France,2014,Qtr 3,julio,1,July,Amarilla,Government,21076.44,"6,1591 €",17107.5,2874.06,23950.5,260,7,3968.94,18.83116883116883,7,"17107,5 €",3422,2014,High
France,2014,Qtr 3,julio,1,July,Montana,Government,27234.9,"19,7928 €",13755,275.1,27510,5,7,13479.9,49.494949494949495,20,13755 €,1376,2014,Low
France,2014,Qtr 3,julio,1,July,Paseo,Channel Partners,25904.34,"10,6778 €",7276.5,3201.66,29106,10,7,18627.84,71.91011235955057,12,"7276,5 €",2426,2014,High
France,2014,Qtr 3,julio,1,July,Paseo,Enterprise,358560,120 €,358560,14940,373500,10,7,0,0,125,358560 €,2988,2014,Low
France,2014,Qtr 3,julio,1,July,Velo,Government,201285,315 €,166140,22365,223650,120,7,35145,17.46031746031746,350,166140 €,639,2014,High
France,2014,Qtr 3,julio,1,July,Velo,Small Business,462861,279 €,414750,34839,497700,120,7,48111,10.39426523297491,300,414750 €,1659,2014,Medium
France,2014,Qtr 3,julio,1,July,VTT,Midmarket,51143.4,"13,2017 €",38745,6974.1,58117.5,250,7,12398.4,24.242424242424242,15,38745 €,3874,2014,High
France,2014,Qtr 3,agosto,1,August,Amarilla,Channel Partners,25542,"10,32 €",7425,4158,29700,260,8,18117,70.93023255813954,12,7425 €,2475,2014,High
France,2014,Qtr 3,agosto,1,August,Carretera,Enterprise,124737.5,"106,25 €",140880,22012.5,146750,3,8,-16142.5,-12.941176470588237,125,140880 €,1174,2014,High
France,2014,Qtr 3,agosto,1,August,Montana,Small Business,431112,276 €,390500,37488,468600,5,8,40612,9.420289855072465,300,390500 €,1562,2014,Medium
France,2014,Qtr 3,agosto,1,August,Paseo,Government,16418.64,"6,09 €",13480,2453.36,18872,10,8,2938.64,17.898193760262725,7,13480 €,2696,2014,High
France,2014,Qtr 3,agosto,1,August,Paseo,Midmarket,29308.95,"13,95 €",21010,2206.05,31515,10,8,8298.95,28.31541218637993,15,21010 €,2101,2014,Medium
France,2014,Qtr 3,agosto,1,August,Velo,Government,30001,19 €,15790,1579,31580,120,8,14211,47.368421052631575,20,15790 €,1579,2014,Medium
France,2014,Qtr 3,agosto,1,August,VTT,Government,122682,322 €,99060,10668,133350,250,8,23622,19.25465838509317,350,99060 €,381,2014,Medium
France,2014,Qtr 3,septiembre,1,September,Amarilla,Government,936138,"325,5 €",747760,70462,1006600,260,9,188378,20.12288786482335,350,747760 €,2876,2014,Medium
France,2014,Qtr 3,septiembre,1,September,Carretera,Channel Partners,31731.48,"11,88 €",8013,320.52,32052,3,9,23718.48,74.74747474747475,12,8013 €,2671,2014,Low
France,2014,Qtr 3,septiembre,1,September,Montana,Government,3693.76,"6,79 €",2720,114.24,3808,5,9,973.76,26.362297496318117,7,2720 €,544,2014,Low
France,2014,Qtr 3,septiembre,1,September,Paseo,Government,28551,"18,6 €",15350,2149,30700,10,9,13201,46.236559139784944,20,15350 €,1535,2014,Medium
France,2014,Qtr 3,septiembre,1,September,Paseo,Midmarket,37335,"14,25 €",26200,1965,39300,10,9,11135,29.82456140350877,15,26200 €,2620,2014,Medium
France,2014,Qtr 3,septiembre,1,September,Velo,Enterprise,70443.75,"106,25 €",79560,12431.25,82875,120,9,-9116.25,-12.941176470588237,125,79560 €,663,2014,High
France,2014,Qtr 3,septiembre,1,September,VTT,Small Business,645300,300 €,537750,0,645300,250,9,107550,16.666666666666664,300,537750 €,2151,2014,None
France,2014,Qtr 4,octubre,1,October,Amarilla,Channel Partners,14375.76,"10,32 €",4179,2340.24,16716,260,10,10196.76,70.93023255813954,12,4179 €,1393,2014,High
France,2014,Qtr 4,octubre,1,October,Amarilla,Government,10420.62,"6,02 €",8655,1696.38,12117,260,10,1765.62,16.943521594684384,7,8655 €,1731,2014,High
France,2014,Qtr 4,octubre,1,October,Carretera,Enterprise,271561.25,"111,25 €",292920,33563.75,305125,3,10,-21358.75,-7.865168539325842,125,292920 €,2441,2014,High
France,2014,Qtr 4,octubre,1,October,Carretera,Small Business,608499,279 €,545250,45801,654300,3,10,63249,10.39426523297491,300,545250 €,2181,2014,Medium
France,2014,Qtr 4,octubre,1,October,Montana,Government,36753.6,"18,6 €",19760,2766.4,39520,5,10,16993.6,46.236559139784944,20,19760 €,1976,2014,Medium
France,2014,Qtr 4,octubre,1,October,Montana,Small Business,608499,279 €,545250,45801,654300,5,10,63249,10.39426523297491,300,545250 €,2181,2014,Medium
France,2014,Qtr 4,octubre,1,October,Paseo,Channel Partners,14375.76,"10,32 €",4179,2340.24,16716,10,10,10196.76,70.93023255813954,12,4179 €,1393,2014,High
France,2014,Qtr 4,octubre,1,October,Paseo,Enterprise,271561.25,"111,25 €",292920,33563.75,305125,10,10,-21358.75,-7.865168539325842,125,292920 €,2441,2014,High
France,2014,Qtr 4,octubre,1,October,Paseo,Government,10420.62,"6,02 €",8655,1696.38,12117,10,10,1765.62,16.943521594684384,7,8655 €,1731,2014,High
France,2014,Qtr 4,octubre,1,October,Paseo,Midmarket,16748.55,"13,65 €",12270,1656.45,18405,10,10,4478.55,26.73992673992674,15,12270 €,1227,2014,Medium
France,2014,Qtr 4,octubre,1,October,Velo,Government,731472,336 €,566020,30478,761950,120,10,165452,22.61904761904762,350,566020 €,2177,2014,Low
France,2014,Qtr 4,octubre,1,October,Velo,Government,36753.6,"18,6 €",19760,2766.4,39520,120,10,16993.6,46.236559139784944,20,19760 €,1976,2014,Medium
France,2014,Qtr 4,octubre,1,October,VTT,Government,731472,336 €,566020,30478,761950,250,10,165452,22.61904761904762,350,566020 €,2177,2014,Low
France,2014,Qtr 4,octubre,1,October,VTT,Midmarket,16748.55,"13,65 €",12270,1656.45,18405,250,10,4478.55,26.73992673992674,15,12270 €,1227,2014,Medium
France,2014,Qtr 4,noviembre,1,November,Amarilla,Government,18443.6,"19,6 €",9410,376.4,18820,260,11,9033.6,48.97959183673469,20,9410 €,941,2014,Low
France,2014,Qtr 4,noviembre,1,November,Carretera,Midmarket,6762,"13,8 €",4900,588,7350,3,11,1862,27.536231884057973,15,4900 €,490,2014,Medium
France,2014,Qtr 4,noviembre,1,November,Montana,Channel Partners,26136.72,"11,16 €",7026,1967.28,28104,5,11,19110.72,73.11827956989248,12,7026 €,2342,2014,Medium
France,2014,Qtr 4,noviembre,1,November,Paseo,Government,490952,308 €,414440,66948,557900,10,11,76512,15.584415584415584,350,414440 €,1594,2014,High
France,2014,Qtr 4,noviembre,1,November,Paseo,Small Business,361452,273 €,331000,35748,397200,10,11,30452,8.424908424908425,300,331000 €,1324,2014,Medium
France,2014,Qtr 4,noviembre,1,November,Velo,Government,4428.27,"6,93 €",3195,44.73,4473,120,11,1233.27,27.84992784992785,7,3195 €,639,2014,Low
France,2014,Qtr 4,noviembre,1,November,VTT,Enterprise,215820,"123,75 €",209280,2180,218000,250,11,6540,3.0303030303030303,125,209280 €,1744,2014,Low
France,2014,Qtr 4,diciembre,1,December,Amarilla,Midmarket,27972,"13,5 €",20720,3108,31080,260,12,7252,25.925925925925924,15,20720 €,2072,2014,High
France,2014,Qtr 4,diciembre,1,December,Amarilla,Small Business,230310,270 €,213250,25590,255900,260,12,17060,7.4074074074074066,300,213250 €,853,2014,High
France,2014,Qtr 4,diciembre,1,December,Carretera,Government,746707.5,"346,5 €",560300,7542.5,754250,3,12,186407.5,24.963924963924963,350,560300 €,2155,2014,Low
France,2014,Qtr 4,diciembre,1,December,Carretera,Government,16538.55,"6,65 €",12435,870.45,17409,3,12,4103.55,24.81203007518797,7,12435 €,2487,2014,Medium
France,2014,Qtr 4,diciembre,1,December,Montana,Enterprise,156048.75,"121,25 €",154440,4826.25,160875,5,12,1608.75,1.0309278350515463,125,154440 €,1287,2014,Low
France,2014,Qtr 4,diciembre,1,December,Montana,Midmarket,27972,"13,5 €",20720,3108,31080,5,12,7252,25.925925925925924,15,20720 €,2072,2014,High
France,2014,Qtr 4,diciembre,1,December,Paseo,Channel Partners,12406.8,"11,76 €",3165,253.2,12660,10,12,9241.8,74.48979591836735,12,3165 €,1055,2014,Low
France,2014,Qtr 4,diciembre,1,December,Paseo,Enterprise,156048.75,"121,25 €",154440,4826.25,160875,10,12,1608.75,1.0309278350515463,125,154440 €,1287,2014,Low
France,2014,Qtr 4,diciembre,1,December,Paseo,Government,4981,17 €,2930,879,5860,10,12,2051,41.17647058823529,20,2930 €,293,2014,High
France,2014,Qtr 4,diciembre,1,December,Paseo,Government,746707.5,"346,5 €",560300,7542.5,754250,10,12,186407.5,24.963924963924963,350,560300 €,2155,2014,Low
France,2014,Qtr 4,diciembre,1,December,Velo,Channel Partners,12406.8,"11,76 €",3165,253.2,12660,120,12,9241.8,74.48979591836735,12,3165 €,1055,2014,Low
France,2014,Qtr 4,diciembre,1,December,Velo,Small Business,230310,270 €,213250,25590,255900,120,12,17060,7.4074074074074066,300,213250 €,853,2014,High
France,2014,Qtr 4,diciembre,1,December,VTT,Government,4981,17 €,2930,879,5860,250,12,2051,41.17647058823529,20,2930 €,293,2014,High
France,2014,Qtr 4,diciembre,1,December,VTT,Government,16538.55,"6,65 €",12435,870.45,17409,250,12,4103.55,24.81203007518797,7,12435 €,2487,2014,Medium
Germany,2013,Qtr 3,septiembre,1,September,Amarilla,Enterprise,115552.5,"116,25 €",119280,8697.5,124250,260,9,-3727.5,-3.225806451612903,125,119280 €,994,2013,Medium
Germany,2013,Qtr 3,septiembre,1,September,Carretera,Government,7690.8,"17,4 €",4420,1149.2,8840,3,9,3270.8,42.5287356321839,20,4420 €,442,2013,High
Germany,2013,Qtr 3,septiembre,1,September,Montana,Government,610081.5,"339,5 €",467220,18868.5,628950,5,9,142861.5,23.416789396170838,350,467220 €,1797,2013,Low
Germany,2013,Qtr 3,septiembre,1,September,Paseo,Government,15513.96,"6,44 €",12045,1349.04,16863,10,9,3468.96,22.36024844720497,7,12045 €,2409,2013,Medium
Germany,2013,Qtr 3,septiembre,1,September,Paseo,Small Business,313317,279 €,280750,23583,336900,10,9,32567,10.39426523297491,300,280750 €,1123,2013,Medium
Germany,2013,Qtr 3,septiembre,1,September,Velo,Midmarket,8613,"13,05 €",6600,1287,9900,120,9,2013,23.371647509578544,15,6600 €,660,2013,High
Germany,2013,Qtr 3,septiembre,1,September,VTT,Channel Partners,24719.4,"11,16 €",6645,1860.6,26580,250,9,18074.4,73.11827956989248,12,6645 €,2215,2013,Medium
Germany,2013,Qtr 4,octubre,1,October,Amarilla,Government,1017338,343 €,771160,20762,1038100,260,10,246178,24.198250728862973,350,771160 €,2966,2013,Low
Germany,2013,Qtr 4,octubre,1,October,Amarilla,Government,7707.35,"6,65 €",5795,405.65,8113,260,10,1912.35,24.81203007518797,7,5795 €,1159,2013,Medium
Germany,2013,Qtr 4,octubre,1,October,Carretera,Channel Partners,9100.08,"11,88 €",2298,91.92,9192,3,10,6802.08,74.74747474747475,12,2298 €,766,2013,Low
Germany,2013,Qtr 4,octubre,1,October,Carretera,Small Business,62916,294 €,53500,1284,64200,3,10,9416,14.965986394557824,300,53500 €,214,2013,Low
Germany,2013,Qtr 4,octubre,1,October,Montana,Government,53257.6,"17,8 €",29920,6582.4,59840,5,10,23337.6,43.82022471910113,20,29920 €,2992,2013,High
Germany,2013,Qtr 4,octubre,1,October,Montana,Government,7707.35,"6,65 €",5795,405.65,8113,5,10,1912.35,24.81203007518797,7,5795 €,1159,2013,Medium
Germany,2013,Qtr 4,octubre,1,October,Paseo,Channel Partners,9100.08,"11,88 €",2298,91.92,9192,10,10,6802.08,74.74747474747475,12,2298 €,766,2013,Low
Germany,2013,Qtr 4,octubre,1,October,Paseo,Enterprise,99102.5,"122,5 €",97080,2022.5,101125,10,10,2022.5,2.0408163265306123,125,97080 €,809,2013,Low
Germany,2013,Qtr 4,octubre,1,October,Paseo,Government,53257.6,"17,8 €",29920,6582.4,59840,10,10,23337.6,43.82022471910113,20,29920 €,2992,2013,High
Germany,2013,Qtr 4,octubre,1,October,Paseo,Midmarket,28299.75,"14,55 €",19450,875.25,29175,10,10,8849.75,31.27147766323024,15,19450 €,1945,2013,Low
Germany,2013,Qtr 4,octubre,1,October,Velo,Enterprise,99102.5,"122,5 €",97080,2022.5,101125,120,10,2022.5,2.0408163265306123,125,97080 €,809,2013,Low
Germany,2013,Qtr 4,octubre,1,October,Velo,Government,1017338,343 €,771160,20762,1038100,120,10,246178,24.198250728862973,350,771160 €,2966,2013,Low
Germany,2013,Qtr 4,octubre,1,October,VTT,Midmarket,28299.75,"14,55 €",19450,875.25,29175,250,10,8849.75,31.27147766323024,15,19450 €,1945,2013,Low
Germany,2013,Qtr 4,octubre,1,October,VTT,Small Business,62916,294 €,53500,1284,64200,250,10,9416,14.965986394557824,300,53500 €,214,2013,Low
Germany,2013,Qtr 4,noviembre,1,November,Amarilla,Midmarket,13240.5,"13,65 €",9700,1309.5,14550,260,11,3540.5,26.73992673992674,15,9700 €,970,2013,Medium
Germany,2013,Qtr 4,noviembre,1,November,Carretera,Government,6756.4,"6,65 €",5080,355.6,7112,3,11,1676.4,24.81203007518797,7,5080 €,1016,2013,Medium
Germany,2013,Qtr 4,noviembre,1,November,Montana,Enterprise,290625,"116,25 €",300000,21875,312500,5,11,-9375,-3.225806451612903,125,300000 €,2500,2013,Medium
Germany,2013,Qtr 4,noviembre,1,November,Paseo,Channel Partners,19383,"10,92 €",5325,1917,21300,10,11,14058,72.52747252747253,12,5325 €,1775,2013,Medium
Germany,2013,Qtr 4,noviembre,1,November,Paseo,Government,691012,322 €,557960,60088,751100,10,11,133052,19.25465838509317,350,557960 €,2146,2013,Medium
Germany,2013,Qtr 4,noviembre,1,November,Velo,Small Business,654288,258 €,634000,106512,760800,120,11,20288,3.10077519379845,300,634000 €,2536,2013,High
Germany,2013,Qtr 4,noviembre,1,November,VTT,Government,43643,19 €,22970,2297,45940,250,11,20673,47.368421052631575,20,22970 €,2297,2013,Medium
Germany,2013,Qtr 4,diciembre,1,December,Amarilla,Channel Partners,18478.8,"10,44 €",5310,2761.2,21240,260,12,13168.8,71.26436781609196,12,5310 €,1770,2013,High
Germany,2013,Qtr 4,diciembre,1,December,Carretera,Enterprise,104222.5,"117,5 €",106440,6652.5,110875,3,12,-2217.5,-2.127659574468085,125,106440 €,887,2013,Medium
Germany,2013,Qtr 4,diciembre,1,December,Montana,Small Business,91182,273 €,83500,9018,100200,5,12,7682,8.424908424908425,300,83500 €,334,2013,Medium
Germany,2013,Qtr 4,diciembre,1,December,Paseo,Government,13833.75,"6,51 €",10625,1041.25,14875,10,12,3208.75,23.195084485407065,7,10625 €,2125,2013,Medium
Germany,2013,Qtr 4,diciembre,1,December,Paseo,Midmarket,30153,"14,25 €",21160,1587,31740,10,12,8993,29.82456140350877,15,21160 €,2116,2013,Medium
Germany,2013,Qtr 4,diciembre,1,December,Velo,Government,10936.8,"18,6 €",5880,823.2,11760,120,12,5056.8,46.236559139784944,20,5880 €,588,2013,Medium
Germany,2013,Qtr 4,diciembre,1,December,VTT,Government,589050,315 €,486200,65450,654500,250,12,102850,17.46031746031746,350,486200 €,1870,2013,High
Germany,2014,Qtr 1,enero,1,January,Amarilla,Enterprise,352106.25,"111,25 €",379800,43518.75,395625,260,1,-27693.75,-7.865168539325842,125,379800 €,3165,2014,High
Germany,2014,Qtr 1,enero,1,January,Carretera,Government,26420,20 €,13210,0,26420,3,1,13210,50,20,13210 €,1321,2014,None
Germany,2014,Qtr 1,enero,1,January,Montana,Government,238609,"311,5 €",199160,29491,268100,5,1,39449,16.53290529695024,350,199160 €,766,2014,High
Germany,2014,Qtr 1,enero,1,January,Paseo,Government,9123.8,"6,65 €",6860,480.2,9604,10,1,2263.8,24.81203007518797,7,6860 €,1372,2014,Medium
Germany,2014,Qtr 1,enero,1,January,Paseo,Small Business,210627,261 €,201750,31473,242100,10,1,8877,4.21455938697318,300,201750 €,807,2014,High
Germany,2014,Qtr 1,enero,1,January,Velo,Midmarket,9193.5,"13,5 €",6810,1021.5,10215,120,1,2383.5,25.925925925925924,15,6810 €,681,2014,High
Germany,2014,Qtr 1,enero,1,January,VTT,Channel Partners,28855.56,"11,64 €",7437,892.44,29748,250,1,21418.56,74.22680412371135,12,7437 €,2479,2014,Low
Germany,2014,Qtr 1,febrero,1,February,Amarilla,Government,448875,"332,5 €",351000,23625,472500,260,2,97875,21.804511278195488,350,351000 €,1350,2014,Medium
Germany,2014,Qtr 1,febrero,1,February,Carretera,Channel Partners,12722.4,"11,4 €",3348,669.6,13392,3,2,9374.4,73.68421052631578,12,3348 €,1116,2014,Medium
Germany,2014,Qtr 1,febrero,1,February,Montana,Government,13294.82,"6,79 €",9790,411.18,13706,5,2,3504.82,26.362297496318117,7,9790 €,1958,2014,Low
Germany,2014,Qtr 1,febrero,1,February,Paseo,Government,47119.2,"17,4 €",27080,7040.8,54160,10,2,20039.2,42.5287356321839,20,27080 €,2708,2014,High
Germany,2014,Qtr 1,febrero,1,February,Paseo,Midmarket,3586.2,"12,9 €",2780,583.8,4170,10,2,806.2,22.48062015503876,15,2780 €,278,2014,High
Germany,2014,Qtr 1,febrero,1,February,Velo,Enterprise,95831.25,"118,75 €",96840,5043.75,100875,120,2,-1008.75,-1.0526315789473684,125,96840 €,807,2014,Medium
Germany,2014,Qtr 1,febrero,1,February,VTT,Small Business,725907,273 €,664750,71793,797700,250,2,61157,8.424908424908425,300,664750 €,2659,2014,Medium
Germany,2014,Qtr 1,marzo,1,March,Amarilla,Small Business,76146,294 €,64750,1554,77700,260,3,11396,14.965986394557824,300,64750 €,259,2014,Low
Germany,2014,Qtr 1,marzo,1,March,Carretera,Government,246708,"311,5 €",205920,30492,277200,3,3,40788,16.53290529695024,350,205920 €,792,2014,High
Germany,2014,Qtr 1,marzo,1,March,Montana,Midmarket,13815,15 €,9210,0,13815,5,3,4605,33.33333333333333,15,9210 €,921,2014,None
Germany,2014,Qtr 1,marzo,1,March,Paseo,Enterprise,95400,120 €,95400,3975,99375,10,3,0,0,125,95400 €,795,2014,Low
Germany,2014,Qtr 1,marzo,1,March,Paseo,Government,19686,17 €,11580,3474,23160,10,3,8106,41.17647058823529,20,11580 €,1158,2014,High
Germany,2014,Qtr 1,marzo,1,March,Velo,Channel Partners,25932,12 €,6483,0,25932,120,3,19449,75,12,6483 €,2161,2014,None
Germany,2014,Qtr 1,marzo,1,March,VTT,Government,1822.59,"6,93 €",1315,18.41,1841,250,3,507.59,27.84992784992785,7,1315 €,263,2014,Low
